filename,source,frame_start,frame_end,time_start,time_end,clip_seconds,fps,detected_rate
0NV1KdWRHck_clip_0066.pickle,0NV1KdWRHck.pickle,8208,8328,5:42.00,5:47.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0067.pickle,0NV1KdWRHck.pickle,8328,8448,5:47.00,5:52.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0068.pickle,0NV1KdWRHck.pickle,8448,8568,5:52.00,5:57.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0069.pickle,0NV1KdWRHck.pickle,8568,8688,5:57.00,6:02.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0070.pickle,0NV1KdWRHck.pickle,8688,8808,6:02.00,6:07.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0071.pickle,0NV1KdWRHck.pickle,8808,8928,6:07.00,6:12.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0072.pickle,0NV1KdWRHck.pickle,8928,9048,6:12.00,6:17.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0073.pickle,0NV1KdWRHck.pickle,9048,9168,6:17.00,6:22.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0074.pickle,0NV1KdWRHck.pickle,9168,9288,6:22.00,6:27.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0075.pickle,0NV1KdWRHck.pickle,9288,9408,6:27.00,6:32.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0076.pickle,0NV1KdWRHck.pickle,9408,9528,6:32.00,6:37.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0077.pickle,0NV1KdWRHck.pickle,9528,9648,6:37.00,6:42.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0078.pickle,0NV1KdWRHck.pickle,9648,9768,6:42.00,6:47.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0079.pickle,0NV1KdWRHck.pickle,9768,9888,6:47.00,6:52.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0080.pickle,0NV1KdWRHck.pickle,9888,10008,6:52.00,6:57.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0081.pickle,0NV1KdWRHck.pickle,10008,10128,6:57.00,7:02.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0082.pickle,0NV1KdWRHck.pickle,10128,10248,7:02.00,7:07.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0083.pickle,0NV1KdWRHck.pickle,10248,10368,7:07.00,7:12.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0084.pickle,0NV1KdWRHck.pickle,10368,10488,7:12.00,7:17.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0085.pickle,0NV1KdWRHck.pickle,10488,10608,7:17.00,7:22.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0086.pickle,0NV1KdWRHck.pickle,10608,10728,7:22.00,7:27.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0087.pickle,0NV1KdWRHck.pickle,10728,10848,7:27.00,7:32.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0088.pickle,0NV1KdWRHck.pickle,10848,10968,7:32.00,7:37.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0089.pickle,0NV1KdWRHck.pickle,10968,11088,7:37.00,7:42.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0090.pickle,0NV1KdWRHck.pickle,11088,11208,7:42.00,7:47.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0091.pickle,0NV1KdWRHck.pickle,11208,11328,7:47.00,7:52.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0092.pickle,0NV1KdWRHck.pickle,11328,11448,7:52.00,7:57.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0093.pickle,0NV1KdWRHck.pickle,11448,11568,7:57.00,8:02.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0094.pickle,0NV1KdWRHck.pickle,11568,11688,8:02.00,8:07.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0095.pickle,0NV1KdWRHck.pickle,11688,11808,8:07.00,8:12.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0096.pickle,0NV1KdWRHck.pickle,11808,11928,8:12.00,8:17.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0097.pickle,0NV1KdWRHck.pickle,11928,12048,8:17.00,8:22.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0098.pickle,0NV1KdWRHck.pickle,12048,12168,8:22.00,8:27.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0099.pickle,0NV1KdWRHck.pickle,12168,12288,8:27.00,8:32.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0100.pickle,0NV1KdWRHck.pickle,12288,12408,8:32.00,8:37.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0101.pickle,0NV1KdWRHck.pickle,12408,12528,8:37.00,8:42.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0102.pickle,0NV1KdWRHck.pickle,12528,12648,8:42.00,8:47.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0103.pickle,0NV1KdWRHck.pickle,12648,12768,8:47.00,8:52.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0104.pickle,0NV1KdWRHck.pickle,12768,12888,8:52.00,8:57.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0105.pickle,0NV1KdWRHck.pickle,12888,13008,8:57.00,9:02.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0106.pickle,0NV1KdWRHck.pickle,13008,13128,9:02.00,9:07.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0107.pickle,0NV1KdWRHck.pickle,13128,13248,9:07.00,9:12.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0108.pickle,0NV1KdWRHck.pickle,13248,13368,9:12.00,9:17.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0109.pickle,0NV1KdWRHck.pickle,13368,13488,9:17.00,9:22.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0110.pickle,0NV1KdWRHck.pickle,13488,13608,9:22.00,9:27.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0111.pickle,0NV1KdWRHck.pickle,13608,13728,9:27.00,9:32.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0112.pickle,0NV1KdWRHck.pickle,13728,13848,9:32.00,9:37.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0113.pickle,0NV1KdWRHck.pickle,13848,13968,9:37.00,9:42.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0114.pickle,0NV1KdWRHck.pickle,13968,14088,9:42.00,9:47.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0115.pickle,0NV1KdWRHck.pickle,14088,14208,9:47.00,9:52.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0116.pickle,0NV1KdWRHck.pickle,14208,14328,9:52.00,9:57.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0117.pickle,0NV1KdWRHck.pickle,14328,14448,9:57.00,10:02.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0118.pickle,0NV1KdWRHck.pickle,14448,14568,10:02.00,10:07.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0119.pickle,0NV1KdWRHck.pickle,14568,14688,10:07.00,10:12.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0120.pickle,0NV1KdWRHck.pickle,14688,14808,10:12.00,10:17.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0121.pickle,0NV1KdWRHck.pickle,14808,14928,10:17.00,10:22.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0122.pickle,0NV1KdWRHck.pickle,14928,15048,10:22.00,10:27.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0123.pickle,0NV1KdWRHck.pickle,15048,15168,10:27.00,10:32.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0124.pickle,0NV1KdWRHck.pickle,15168,15288,10:32.00,10:37.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0125.pickle,0NV1KdWRHck.pickle,15288,15408,10:37.00,10:42.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0126.pickle,0NV1KdWRHck.pickle,15408,15528,10:42.00,10:47.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0127.pickle,0NV1KdWRHck.pickle,15528,15648,10:47.00,10:52.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0128.pickle,0NV1KdWRHck.pickle,15648,15768,10:52.00,10:57.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0129.pickle,0NV1KdWRHck.pickle,15768,15888,10:57.00,11:02.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0130.pickle,0NV1KdWRHck.pickle,15888,16008,11:02.00,11:07.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0131.pickle,0NV1KdWRHck.pickle,16008,16128,11:07.00,11:12.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0132.pickle,0NV1KdWRHck.pickle,16128,16248,11:12.00,11:17.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0133.pickle,0NV1KdWRHck.pickle,16248,16368,11:17.00,11:22.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0134.pickle,0NV1KdWRHck.pickle,16368,16488,11:22.00,11:27.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0135.pickle,0NV1KdWRHck.pickle,16488,16608,11:27.00,11:32.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0136.pickle,0NV1KdWRHck.pickle,16608,16728,11:32.00,11:37.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0137.pickle,0NV1KdWRHck.pickle,16728,16848,11:37.00,11:42.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0138.pickle,0NV1KdWRHck.pickle,16848,16968,11:42.00,11:47.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0139.pickle,0NV1KdWRHck.pickle,16968,17088,11:47.00,11:52.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0140.pickle,0NV1KdWRHck.pickle,17088,17208,11:52.00,11:57.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0141.pickle,0NV1KdWRHck.pickle,17208,17328,11:57.00,12:02.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0142.pickle,0NV1KdWRHck.pickle,17328,17448,12:02.00,12:07.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0143.pickle,0NV1KdWRHck.pickle,17448,17568,12:07.00,12:12.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0144.pickle,0NV1KdWRHck.pickle,17568,17688,12:12.00,12:17.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0145.pickle,0NV1KdWRHck.pickle,17688,17808,12:17.00,12:22.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0146.pickle,0NV1KdWRHck.pickle,17808,17928,12:22.00,12:27.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0147.pickle,0NV1KdWRHck.pickle,17928,18048,12:27.00,12:32.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0148.pickle,0NV1KdWRHck.pickle,18048,18168,12:32.00,12:37.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0149.pickle,0NV1KdWRHck.pickle,18168,18288,12:37.00,12:42.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0150.pickle,0NV1KdWRHck.pickle,18288,18408,12:42.00,12:47.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0151.pickle,0NV1KdWRHck.pickle,18408,18528,12:47.00,12:52.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0152.pickle,0NV1KdWRHck.pickle,18528,18648,12:52.00,12:57.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0153.pickle,0NV1KdWRHck.pickle,18648,18768,12:57.00,13:02.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0154.pickle,0NV1KdWRHck.pickle,18768,18888,13:02.00,13:07.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0155.pickle,0NV1KdWRHck.pickle,18888,19008,13:07.00,13:12.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0156.pickle,0NV1KdWRHck.pickle,19008,19128,13:12.00,13:17.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0157.pickle,0NV1KdWRHck.pickle,19128,19248,13:17.00,13:22.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0158.pickle,0NV1KdWRHck.pickle,19248,19368,13:22.00,13:27.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0159.pickle,0NV1KdWRHck.pickle,19368,19488,13:27.00,13:32.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0160.pickle,0NV1KdWRHck.pickle,19488,19608,13:32.00,13:37.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0161.pickle,0NV1KdWRHck.pickle,19608,19728,13:37.00,13:42.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0162.pickle,0NV1KdWRHck.pickle,19728,19848,13:42.00,13:47.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0163.pickle,0NV1KdWRHck.pickle,19848,19968,13:47.00,13:52.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0164.pickle,0NV1KdWRHck.pickle,19968,20088,13:52.00,13:57.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0165.pickle,0NV1KdWRHck.pickle,20088,20208,13:57.00,14:02.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0166.pickle,0NV1KdWRHck.pickle,20208,20328,14:02.00,14:07.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0167.pickle,0NV1KdWRHck.pickle,20328,20448,14:07.00,14:12.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0168.pickle,0NV1KdWRHck.pickle,20448,20568,14:12.00,14:17.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0169.pickle,0NV1KdWRHck.pickle,20568,20688,14:17.00,14:22.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0170.pickle,0NV1KdWRHck.pickle,20688,20808,14:22.00,14:27.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0171.pickle,0NV1KdWRHck.pickle,20808,20928,14:27.00,14:32.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0172.pickle,0NV1KdWRHck.pickle,20928,21048,14:32.00,14:37.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0173.pickle,0NV1KdWRHck.pickle,21048,21168,14:37.00,14:42.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0174.pickle,0NV1KdWRHck.pickle,21168,21288,14:42.00,14:47.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0175.pickle,0NV1KdWRHck.pickle,21288,21408,14:47.00,14:52.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0176.pickle,0NV1KdWRHck.pickle,21408,21528,14:52.00,14:57.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0177.pickle,0NV1KdWRHck.pickle,21528,21648,14:57.00,15:02.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0178.pickle,0NV1KdWRHck.pickle,21648,21768,15:02.00,15:07.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0179.pickle,0NV1KdWRHck.pickle,21768,21888,15:07.00,15:12.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0180.pickle,0NV1KdWRHck.pickle,21888,22008,15:12.00,15:17.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0181.pickle,0NV1KdWRHck.pickle,22008,22128,15:17.00,15:22.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0182.pickle,0NV1KdWRHck.pickle,22128,22248,15:22.00,15:27.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0183.pickle,0NV1KdWRHck.pickle,22248,22368,15:27.00,15:32.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0184.pickle,0NV1KdWRHck.pickle,22368,22488,15:32.00,15:37.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0185.pickle,0NV1KdWRHck.pickle,22488,22608,15:37.00,15:42.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0186.pickle,0NV1KdWRHck.pickle,22608,22728,15:42.00,15:47.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0187.pickle,0NV1KdWRHck.pickle,22728,22848,15:47.00,15:52.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0188.pickle,0NV1KdWRHck.pickle,22848,22968,15:52.00,15:57.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0189.pickle,0NV1KdWRHck.pickle,22968,23088,15:57.00,16:02.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0190.pickle,0NV1KdWRHck.pickle,23088,23208,16:02.00,16:07.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0191.pickle,0NV1KdWRHck.pickle,23208,23328,16:07.00,16:12.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0192.pickle,0NV1KdWRHck.pickle,23328,23448,16:12.00,16:17.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0193.pickle,0NV1KdWRHck.pickle,23448,23568,16:17.00,16:22.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0194.pickle,0NV1KdWRHck.pickle,23568,23688,16:22.00,16:27.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0195.pickle,0NV1KdWRHck.pickle,23688,23808,16:27.00,16:32.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0196.pickle,0NV1KdWRHck.pickle,23808,23928,16:32.00,16:37.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0197.pickle,0NV1KdWRHck.pickle,23928,24048,16:37.00,16:42.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0198.pickle,0NV1KdWRHck.pickle,24048,24168,16:42.00,16:47.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0199.pickle,0NV1KdWRHck.pickle,24168,24288,16:47.00,16:52.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0200.pickle,0NV1KdWRHck.pickle,24288,24408,16:52.00,16:57.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0201.pickle,0NV1KdWRHck.pickle,24408,24528,16:57.00,17:02.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0202.pickle,0NV1KdWRHck.pickle,24528,24648,17:02.00,17:07.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0203.pickle,0NV1KdWRHck.pickle,24648,24768,17:07.00,17:12.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0204.pickle,0NV1KdWRHck.pickle,24768,24888,17:12.00,17:17.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0205.pickle,0NV1KdWRHck.pickle,24888,25008,17:17.00,17:22.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0206.pickle,0NV1KdWRHck.pickle,25008,25128,17:22.00,17:27.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0207.pickle,0NV1KdWRHck.pickle,25128,25248,17:27.00,17:32.00,5.0,24.0,1.0
0NV1KdWRHck_clip_0208.pickle,0NV1KdWRHck.pickle,25248,25368,17:32.00,17:37.00,5.0,24.0,1.0
